SP_GESTOR;Nome_Municipio;Estação;SP_CIDPRI;DIAGNOSTICO_DESCRICAO;TOTAL_DE_CASOS
350000;Gestão Estadual (SP);Primavera;I269;I269;3550
355030;São Paulo;Outono;O820;O820;3549
350000;Gestão Estadual (SP);Inverno;K566;K566;3547
350000;Gestão Estadual (SP);Outono;H269;H269;3547
354990;São José dos Campos;Verão;O809;O809;3545
350000;Gestão Estadual (SP);Verão;C187;C187;3539
350000;Gestão Estadual (SP);Inverno;C169;C169;3531
350000;Gestão Estadual (SP);Verão;O420;O420;3529
350000;Gestão Estadual (SP);Verão;C508;C508;3526
350000;Gestão Estadual (SP);Inverno;A46;A46;3521
350000;Gestão Estadual (SP);Verão;O429;O429;3514
350000;Gestão Estadual (SP);Outono;I251;I251;3509
350000;Gestão Estadual (SP);Outono;O13;O13;3506
350000;Gestão Estadual (SP);Primavera;I710;I710;3506
350000;Gestão Estadual (SP);Outono;N47;N47;3504
350000;Gestão Estadual (SP);Outono;D570;D570;3500
350570;Barueri;Inverno;O800;Parto Único Espontâneo (Normal);3491
350000;Gestão Estadual (SP);Verão;K921;K921;3488
350000;Gestão Estadual (SP);Verão;J81;J81;3486
350000;Gestão Estadual (SP);Primavera;F312;F312;3478
350000;Gestão Estadual (SP);Outono;K566;K566;3464
354870;São Bernardo do Campo;Primavera;O800;Parto Único Espontâneo (Normal);3452
350000;Gestão Estadual (SP);Verão;O141;O141;3441
350000;Gestão Estadual (SP);Verão;A90;Dengue Clássica;3437
350000;Gestão Estadual (SP);Primavera;C678;C678;3437
350000;Gestão Estadual (SP);Inverno;O688;O688;3435
350000;Gestão Estadual (SP);Outono;C169;C169;3423
350000;Gestão Estadual (SP);Outono;C56;C56;3404
350000;Gestão Estadual (SP);Outono;J188;J188;3402
350000;Gestão Estadual (SP);Primavera;H269;H269;3397
350000;Gestão Estadual (SP);Outono;I350;I350;3396
350000;Gestão Estadual (SP);Verão;J353;J353;3394
350000;Gestão Estadual (SP);Inverno;A150;A150;3388
350000;Gestão Estadual (SP);Outono;I269;I269;3383
350000;Gestão Estadual (SP);Inverno;I48;I48;3380
350000;Gestão Estadual (SP);Outono;O689;O689;3379
355220;Sorocaba;Inverno;J189;Pneumonia Não Especificada;3373
350000;Gestão Estadual (SP);Inverno;J188;J188;3369
350000;Gestão Estadual (SP);Verão;I209;I209;3347
350000;Gestão Estadual (SP);Outono;J353;J353;3345
350000;Gestão Estadual (SP);Verão;L97;L97;3328
350000;Gestão Estadual (SP);Inverno;O141;O141;3324
350000;Gestão Estadual (SP);Primavera;S826;S826;3319
350000;Gestão Estadual (SP);Verão;K800;K800;3294
350000;Gestão Estadual (SP);Verão;K566;K566;3286
354990;São José dos Campos;Primavera;I500;I500;3283
350000;Gestão Estadual (SP);Primavera;J218;J218;3283
350000;Gestão Estadual (SP);Inverno;N188;N188;3282
355030;São Paulo;Verão;A418;A418;3274
350000;Gestão Estadual (SP);Primavera;J158;J158;3268
350000;Gestão Estadual (SP);Primavera;S823;S823;3265
350000;Gestão Estadual (SP);Primavera;K564;K564;3263
350000;Gestão Estadual (SP);Verão;F102;F102;3255
350000;Gestão Estadual (SP);Outono;H251;H251;3252
350000;Gestão Estadual (SP);Primavera;F29;F29;3243
350000;Gestão Estadual (SP);Primavera;O688;O688;3243
350000;Gestão Estadual (SP);Primavera;A490;A490;3240
350000;Gestão Estadual (SP);Verão;I269;I269;3234
355030;São Paulo;Verão;N47;N47;3231
355030;São Paulo;Primavera;K802;K802;3228
350000;Gestão Estadual (SP);Primavera;I350;I350;3228
350000;Gestão Estadual (SP);Verão;I251;I251;3226
355030;São Paulo;Primavera;O828;O828;3193
350000;Gestão Estadual (SP);Outono;O998;O998;3183
354850;Santos;Verão;O821;O821;3177
354990;São José dos Campos;Outono;O809;O809;3168
350000;Gestão Estadual (SP);Inverno;O829;O829;3163
350000;Gestão Estadual (SP);Verão;F312;F312;3160
353470;Ourinhos;Verão;I64;Acidente Vascular Cerebral (AVC);3156
350000;Gestão Estadual (SP);Outono;I211;I211;3152
354870;São Bernardo do Campo;Outono;I64;Acidente Vascular Cerebral (AVC);3152
355030;São Paulo;Verão;K802;K802;3143
350000;Gestão Estadual (SP);Inverno;K439;K439;3143
350000;Gestão Estadual (SP);Primavera;T888;T888;3136
355030;São Paulo;Outono;K802;K802;3130
350000;Gestão Estadual (SP);Inverno;F102;F102;3125
350000;Gestão Estadual (SP);Inverno;E101;E101;3125
350000;Gestão Estadual (SP);Inverno;S828;S828;3123
350000;Gestão Estadual (SP);Inverno;J984;J984;3109
350000;Gestão Estadual (SP);Outono;F102;F102;3108
355030;São Paulo;Outono;C509;C509;3096
350000;Gestão Estadual (SP);Primavera;O13;O13;3095
350000;Gestão Estadual (SP);Primavera;K439;K439;3085
350000;Gestão Estadual (SP);Outono;J219;J219;3077
350000;Gestão Estadual (SP);Primavera;C169;C169;3066
350000;Gestão Estadual (SP);Inverno;C678;C678;3061
350000;Gestão Estadual (SP);Outono;J81;J81;3053
355030;São Paulo;Verão;O82;O82;3046
350000;Gestão Estadual (SP);Outono;K439;K439;3044
355030;São Paulo;Inverno;K802;K802;3036
350000;Gestão Estadual (SP);Outono;J459;J459;3034
350000;Gestão Estadual (SP);Primavera;K703;K703;3033
350000;Gestão Estadual (SP);Inverno;C56;C56;3033
355030;São Paulo;Primavera;I509;I509;3028
350000;Gestão Estadual (SP);Verão;E101;E101;3027
350000;Gestão Estadual (SP);Primavera;L97;L97;3022
350000;Gestão Estadual (SP);Primavera;I671;I671;3020
350000;Gestão Estadual (SP);Outono;K800;K800;3015
350000;Gestão Estadual (SP);Inverno;G919;G919;3002
350000;Gestão Estadual (SP);Verão;C56;C56;2998
355220;Sorocaba;Primavera;J189;Pneumonia Não Especificada;2992
355030;São Paulo;Outono;K359;Apendicite Aguda;2990
350000;Gestão Estadual (SP);Outono;T07;T07;2987
350000;Gestão Estadual (SP);Primavera;E105;E105;2986
350000;Gestão Estadual (SP);Inverno;J459;J459;2974
350000;Gestão Estadual (SP);Inverno;J938;J938;2959
355030;São Paulo;Inverno;K359;Apendicite Aguda;2959
350000;Gestão Estadual (SP);Primavera;K402;K402;2957
350000;Gestão Estadual (SP);Verão;C539;C539;2948
350000;Gestão Estadual (SP);Primavera;O141;O141;2931
355030;São Paulo;Inverno;O82;O82;2926
355030;São Paulo;Verão;C509;C509;2921
350000;Gestão Estadual (SP);Inverno;S826;S826;2918
350000;Gestão Estadual (SP);Primavera;F142;F142;2916
350000;Gestão Estadual (SP);Outono;O149;O149;2914
350000;Gestão Estadual (SP);Inverno;J210;J210;2913
350000;Gestão Estadual (SP);Verão;I618;I618;2904
350000;Gestão Estadual (SP);Primavera;I714;I714;2903
350000;Gestão Estadual (SP);Outono;C678;C678;2902
350000;Gestão Estadual (SP);Primavera;C539;C539;2902
350000;Gestão Estadual (SP);Outono;I48;I48;2895
350950;Campinas;Outono;O800;Parto Único Espontâneo (Normal);2888
350000;Gestão Estadual (SP);Primavera;J353;J353;2878
355030;São Paulo;Inverno;K429;K429;2877
355220;Sorocaba;Primavera;O800;Parto Único Espontâneo (Normal);2870
350000;Gestão Estadual (SP);Outono;A490;A490;2870
355030;São Paulo;Inverno;K409;K409;2868
354870;São Bernardo do Campo;Inverno;I64;Acidente Vascular Cerebral (AVC);2868
350000;Gestão Estadual (SP);Inverno;S069;S069;2865
353060;Mogi das Cruzes;Outono;O800;Parto Único Espontâneo (Normal);2864
350000;Gestão Estadual (SP);Verão;K564;K564;2849
350000;Gestão Estadual (SP);Inverno;S821;S821;2849
350950;Campinas;Inverno;O800;Parto Único Espontâneo (Normal);2846
350000;Gestão Estadual (SP);Inverno;K830;K830;2845
354990;São José dos Campos;Inverno;J189;Pneumonia Não Especificada;2844
350000;Gestão Estadual (SP);Verão;E105;E105;2844
350000;Gestão Estadual (SP);Verão;J158;J158;2842
350000;Gestão Estadual (SP);Outono;O420;O420;2839
350000;Gestão Estadual (SP);Primavera;K830;K830;2836
353060;Mogi das Cruzes;Primavera;O800;Parto Único Espontâneo (Normal);2834
354850;Santos;Inverno;O800;Parto Único Espontâneo (Normal);2833
350000;Gestão Estadual (SP);Verão;H269;H269;2832
350000;Gestão Estadual (SP);Primavera;F102;F102;2831
355030;São Paulo;Inverno;C509;C509;2824
350950;Campinas;Primavera;O800;Parto Único Espontâneo (Normal);2819
350000;Gestão Estadual (SP);Inverno;F29;F29;2817
350000;Gestão Estadual (SP);Inverno;I211;I211;2815
350000;Gestão Estadual (SP);Primavera;C250;C250;2815
350000;Gestão Estadual (SP);Outono;I671;I671;2807
350000;Gestão Estadual (SP);Primavera;C449;C449;2806
350000;Gestão Estadual (SP);Primavera;J342;J342;2806
350000;Gestão Estadual (SP);Primavera;K831;K831;2802
350000;Gestão Estadual (SP);Outono;O828;O828;2797
355030;São Paulo;Verão;K359;Apendicite Aguda;2795
350000;Gestão Estadual (SP);Primavera;G459;G459;2790
350000;Gestão Estadual (SP);Primavera;C73;C73;2790
350000;Gestão Estadual (SP);Verão;I214;I214;2789
350000;Gestão Estadual (SP);Inverno;E105;E105;2789
350000;Gestão Estadual (SP);Inverno;L89;L89;2783
350000;Gestão Estadual (SP);Inverno;D570;D570;2782
350000;Gestão Estadual (SP);Inverno;O13;O13;2781
354870;São Bernardo do Campo;Verão;I64;Acidente Vascular Cerebral (AVC);2776
350000;Gestão Estadual (SP);Inverno;B24;B24;2771
350000;Gestão Estadual (SP);Verão;O149;O149;2770
350000;Gestão Estadual (SP);Primavera;I618;I618;2764
350000;Gestão Estadual (SP);Primavera;I313;I313;2760
350000;Gestão Estadual (SP);Verão;S828;S828;2754
350000;Gestão Estadual (SP);Outono;C168;C168;2750
355030;São Paulo;Primavera;K429;K429;2746
350000;Gestão Estadual (SP);Verão;A150;A150;2744
354990;São José dos Campos;Inverno;O800;Parto Único Espontâneo (Normal);2735
350000;Gestão Estadual (SP);Outono;C188;C188;2722
350000;Gestão Estadual (SP);Verão;J441;J441;2722
350000;Gestão Estadual (SP);Verão;C169;C169;2719
350000;Gestão Estadual (SP);Verão;K830;K830;2708
350000;Gestão Estadual (SP);Primavera;O149;O149;2704
355220;Sorocaba;Inverno;O800;Parto Único Espontâneo (Normal);2697
355220;Sorocaba;Outono;O800;Parto Único Espontâneo (Normal);2691
350000;Gestão Estadual (SP);Inverno;J81;J81;2688
350000;Gestão Estadual (SP);Outono;S828;S828;2684
350000;Gestão Estadual (SP);Outono;K830;K830;2676
353060;Mogi das Cruzes;Verão;O800;Parto Único Espontâneo (Normal);2676
350000;Gestão Estadual (SP);Outono;K831;K831;2665
350000;Gestão Estadual (SP);Inverno;C539;C539;2663
354990;São José dos Campos;Primavera;O800;Parto Único Espontâneo (Normal);2661
350000;Gestão Estadual (SP);Outono;S826;S826;2653
350000;Gestão Estadual (SP);Inverno;I340;I340;2644
355030;São Paulo;Primavera;K359;Apendicite Aguda;2635
355030;São Paulo;Primavera;D259;D259;2633
350000;Gestão Estadual (SP);Verão;I48;I48;2629
350000;Gestão Estadual (SP);Outono;K590;K590;2629
354870;São Bernardo do Campo;Verão;I219;Infarto Agudo do Miocárdio (IAM);2620
350000;Gestão Estadual (SP);Verão;O13;O13;2618
350000;Gestão Estadual (SP);Primavera;I250;I250;2617
350000;Gestão Estadual (SP);Verão;T07;T07;2616
350000;Gestão Estadual (SP);Verão;R521;R521;2614
350000;Gestão Estadual (SP);Verão;S821;S821;2614
350000;Gestão Estadual (SP);Verão;D570;D570;2610
350000;Gestão Estadual (SP);Verão;K439;K439;2609
355030;São Paulo;Outono;Z940;Z940;2609
350000;Gestão Estadual (SP);Primavera;G911;G911;2607
350000;Gestão Estadual (SP);Inverno;J353;J353;2606
350000;Gestão Estadual (SP);Inverno;C168;C168;2600
350000;Gestão Estadual (SP);Outono;E105;E105;2596
350000;Gestão Estadual (SP);Inverno;J91;J91;2593
355030;São Paulo;Outono;J218;J218;2580
355030;São Paulo;Primavera;C509;C509;2575
350000;Gestão Estadual (SP);Primavera;C719;C719;2573
350000;Gestão Estadual (SP);Inverno;J219;J219;2566
350000;Gestão Estadual (SP);Verão;S826;S826;2562
350000;Gestão Estadual (SP);Verão;S823;S823;2560
350000;Gestão Estadual (SP);Outono;N188;N188;2550
350000;Gestão Estadual (SP);Primavera;C229;C229;2549
350000;Gestão Estadual (SP);Outono;K565;K565;2548
350000;Gestão Estadual (SP);Verão;S069;S069;2536
350000;Gestão Estadual (SP);Inverno;I350;I350;2534
350000;Gestão Estadual (SP);Primavera;K639;K639;2529
353440;Osasco;Outono;O800;Parto Único Espontâneo (Normal);2528
350000;Gestão Estadual (SP);Outono;C833;C833;2527
350000;Gestão Estadual (SP);Primavera;C168;C168;2527
350000;Gestão Estadual (SP);Primavera;G919;G919;2524
350000;Gestão Estadual (SP);Primavera;T07;T07;2524
351880;Guarulhos;Inverno;J180;J180;2523
350000;Gestão Estadual (SP);Primavera;D570;D570;2519
350000;Gestão Estadual (SP);Primavera;S422;S422;2516
350000;Gestão Estadual (SP);Outono;O808;O808;2514
350000;Gestão Estadual (SP);Outono;E101;E101;2513
350000;Gestão Estadual (SP);Outono;R570;R570;2501
350000;Gestão Estadual (SP);Inverno;K703;K703;2495
350000;Gestão Estadual (SP);Inverno;C188;C188;2491
350000;Gestão Estadual (SP);Inverno;O149;O149;2488
350000;Gestão Estadual (SP);Verão;O998;O998;2487
350000;Gestão Estadual (SP);Outono;A91;A91;2484
350000;Gestão Estadual (SP);Inverno;R570;R570;2478
350000;Gestão Estadual (SP);Primavera;C443;C443;2476
350000;Gestão Estadual (SP);Verão;F142;F142;2472
350000;Gestão Estadual (SP);Primavera;D430;D430;2471
350000;Gestão Estadual (SP);Primavera;C188;C188;2469
350000;Gestão Estadual (SP);Inverno;T888;T888;2467
350000;Gestão Estadual (SP);Inverno;I250;I250;2465
350000;Gestão Estadual (SP);Primavera;C833;C833;2463
350000;Gestão Estadual (SP);Primavera;J869;J869;2463
350000;Gestão Estadual (SP);Primavera;C259;C259;2454
352530;Jaú;Primavera;J189;Pneumonia Não Especificada;2452
350000;Gestão Estadual (SP);Verão;E145;E145;2450
350000;Gestão Estadual (SP);Outono;S821;S821;2445
350000;Gestão Estadual (SP);Verão;K920;K920;2442
355030;São Paulo;Inverno;A09;A09;2439
350000;Gestão Estadual (SP);Primavera;I340;I340;2438
350000;Gestão Estadual (SP);Primavera;R570;R570;2435
355030;São Paulo;Primavera;K409;K409;2428
354990;São José dos Campos;Primavera;I219;Infarto Agudo do Miocárdio (IAM);2427
354870;São Bernardo do Campo;Primavera;I64;Acidente Vascular Cerebral (AVC);2425
355030;São Paulo;Primavera;I209;I209;2424
350000;Gestão Estadual (SP);Inverno;O998;O998;2420
355030;São Paulo;Primavera;O829;O829;2419
350000;Gestão Estadual (SP);Outono;A150;A150;2414
350000;Gestão Estadual (SP);Outono;C859;C859;2413
350000;Gestão Estadual (SP);Inverno;C859;C859;2413
350950;Campinas;Verão;O800;Parto Único Espontâneo (Normal);2403
355030;São Paulo;Primavera;J159;Pneumonia Bacteriana;2400
350000;Gestão Estadual (SP);Inverno;O420;O420;2397
352590;Jundiaí;Outono;O820;O820;2397
350000;Gestão Estadual (SP);Primavera;O689;O689;2396
350000;Gestão Estadual (SP);Primavera;C679;C679;2389
350000;Gestão Estadual (SP);Verão;J342;J342;2388
350000;Gestão Estadual (SP);Verão;S722;S722;2387
355030;São Paulo;Inverno;O828;O828;2384
350000;Gestão Estadual (SP);Inverno;K565;K565;2384
350000;Gestão Estadual (SP);Primavera;O998;O998;2383
350000;Gestão Estadual (SP);Inverno;K402;K402;2381
350000;Gestão Estadual (SP);Verão;I211;I211;2377
350000;Gestão Estadual (SP);Outono;F142;F142;2372
350000;Gestão Estadual (SP);Verão;C833;C833;2371
350000;Gestão Estadual (SP);Outono;S823;S823;2370
354780;Santo André;Primavera;I64;Acidente Vascular Cerebral (AVC);2368
350000;Gestão Estadual (SP);Primavera;J938;J938;2367
350000;Gestão Estadual (SP);Primavera;J219;J219;2364
354850;Santos;Primavera;O821;O821;2362
354850;Santos;Outono;O800;Parto Único Espontâneo (Normal);2358
350000;Gestão Estadual (SP);Primavera;S722;S722;2348
355250;Suzano;Verão;O800;Parto Único Espontâneo (Normal);2345
350000;Gestão Estadual (SP);Inverno;N133;N133;2345
350000;Gestão Estadual (SP);Verão;F29;F29;2344
350000;Gestão Estadual (SP);Inverno;A490;A490;2344
350000;Gestão Estadual (SP);Primavera;I712;I712;2343
352530;Jaú;Inverno;J189;Pneumonia Não Especificada;2340
350000;Gestão Estadual (SP);Primavera;J91;J91;2334
350000;Gestão Estadual (SP);Inverno;G911;G911;2332
350000;Gestão Estadual (SP);Primavera;K550;K550;2327
354870;São Bernardo do Campo;Inverno;A418;A418;2323
355030;São Paulo;Inverno;J960;J960;2322
350000;Gestão Estadual (SP);Outono;G911;G911;2321
350000;Gestão Estadual (SP);Primavera;C541;C541;2317
350000;Gestão Estadual (SP);Verão;I255;I255;2317
350000;Gestão Estadual (SP);Inverno;K831;K831;2317
354870;São Bernardo do Campo;Inverno;O829;O829;2317
350000;Gestão Estadual (SP);Verão;C678;C678;2316
353060;Mogi das Cruzes;Inverno;O800;Parto Único Espontâneo (Normal);2314
352940;Mauá;Inverno;O809;O809;2313
350000;Gestão Estadual (SP);Outono;C448;C448;2308
350000;Gestão Estadual (SP);Outono;C73;C73;2303
350000;Gestão Estadual (SP);Primavera;S064;S064;2302
350000;Gestão Estadual (SP);Primavera;P220;P220;2302
350000;Gestão Estadual (SP);Primavera;E878;E878;2301
350000;Gestão Estadual (SP);Primavera;N133;N133;2301
350000;Gestão Estadual (SP);Inverno;I639;I639;2301
350000;Gestão Estadual (SP);Outono;K402;K402;2298
350000;Gestão Estadual (SP);Outono;F29;F29;2285
350000;Gestão Estadual (SP);Outono;E878;E878;2283
352590;Jundiaí;Outono;O800;Parto Único Espontâneo (Normal);2283
350000;Gestão Estadual (SP);Verão;O689;O689;2280
354850;Santos;Primavera;O800;Parto Único Espontâneo (Normal);2279
354990;São José dos Campos;Primavera;J189;Pneumonia Não Especificada;2278
350000;Gestão Estadual (SP);Primavera;K590;K590;2275
354870;São Bernardo do Campo;Outono;J180;J180;2275
354780;Santo André;Primavera;A419;Sepse Não Especificada (Infecção Geral);2271
355030;São Paulo;Inverno;J159;Pneumonia Bacteriana;2263
354990;São José dos Campos;Primavera;I64;Acidente Vascular Cerebral (AVC);2262
350000;Gestão Estadual (SP);Inverno;D430;D430;2260
350000;Gestão Estadual (SP);Outono;I250;I250;2256
350000;Gestão Estadual (SP);Inverno;C259;C259;2256
354870;São Bernardo do Campo;Outono;O829;O829;2255
350000;Gestão Estadual (SP);Primavera;L89;L89;2255
352590;Jundiaí;Inverno;O820;O820;2253
350000;Gestão Estadual (SP);Verão;K639;K639;2251
350000;Gestão Estadual (SP);Verão;I350;I350;2250
354990;São José dos Campos;Outono;O800;Parto Único Espontâneo (Normal);2247
355030;São Paulo;Verão;Z940;Z940;2245
354990;São José dos Campos;Primavera;O809;O809;2244
355250;Suzano;Primavera;O800;Parto Único Espontâneo (Normal);2243
350000;Gestão Estadual (SP);Outono;I618;I618;2240
350000;Gestão Estadual (SP);Inverno;C73;C73;2240
354780;Santo André;Verão;A419;Sepse Não Especificada (Infecção Geral);2239
350000;Gestão Estadual (SP);Primavera;L089;L089;2237
350000;Gestão Estadual (SP);Inverno;I255;I255;2228
350000;Gestão Estadual (SP);Primavera;N840;N840;2228
350000;Gestão Estadual (SP);Primavera;I259;I259;2228
355030;São Paulo;Outono;J960;J960;2224
350000;Gestão Estadual (SP);Outono;G35;G35;2224
350000;Gestão Estadual (SP);Primavera;K565;K565;2223
354870;São Bernardo do Campo;Outono;I219;Infarto Agudo do Miocárdio (IAM);2222
350000;Gestão Estadual (SP);Verão;H251;H251;2221
350000;Gestão Estadual (SP);Outono;T888;T888;2216
350000;Gestão Estadual (SP);Inverno;S823;S823;2214
350000;Gestão Estadual (SP);Inverno;K639;K639;2210
350000;Gestão Estadual (SP);Primavera;C859;C859;2210
354850;Santos;Inverno;O821;O821;2210
350000;Gestão Estadual (SP);Inverno;O808;O808;2210
350000;Gestão Estadual (SP);Verão;G459;G459;2209
351880;Guarulhos;Primavera;I208;I208;2208
355030;São Paulo;Primavera;F29;F29;2207
352590;Jundiaí;Verão;O820;O820;2206
350000;Gestão Estadual (SP);Verão;J91;J91;2197
350000;Gestão Estadual (SP);Outono;C220;C220;2195
355030;São Paulo;Outono;C80;C80;2194
350000;Gestão Estadual (SP);Primavera;N188;N188;2191
354870;São Bernardo do Campo;Primavera;A418;A418;2184
352690;Limeira;Inverno;J189;Pneumonia Não Especificada;2183
350000;Gestão Estadual (SP);Verão;C859;C859;2181
350000;Gestão Estadual (SP);Outono;O48;O48;2179
350000;Gestão Estadual (SP);Inverno;S422;S422;2177
350000;Gestão Estadual (SP);Outono;I714;I714;2176
350000;Gestão Estadual (SP);Outono;G459;G459;2175
355030;São Paulo;Primavera;P599;P599;2171
350000;Gestão Estadual (SP);Outono;C443;C443;2170
